,date,employeeType,position,work_location,Location,summary,pro,con,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
46,21-Jan-21,Former Employee,Field Expert/Mobile Retail,None,,"""Low Job Security""","Great benefits, picking your own scheduled on a rotation basis, multiple shifts available to mix and match.","Expectations. The company started off being obsessed with the customer experience, so much that ""Experienced Obsessed"" was one of the company values. Over time as the company grew, around the 5 year mark it seemed that investors may have started to want higher gains, and this caused the company to shift into focusing on more profit. The mission statement even changed to include something about bringing this experience ""at a great value"". This forced field experts to have to change their approach during visits to now ""upsell"" more, in order to meet the goals to keep your job.

What started as a job that I genuinely enjoyed doing, helping the customers, turned into a daily stressful job where I had to now focus on making my sales for the day. If not possibly loose my job for not making the necessary sales.

At the end it seemed that their tactic shifted to just hire as many ""sales"" people as they could, throw them out into the field and have them perform. Letting go those that may be great employees, just not a great salesperson. Or letting the ones that can't handle the stress quit. Then just rinse and repeat. Also, you can't go to another department if you are not performing well in your current role for at least 3 months, regardless of your skill sets being useful in another department.

The turnover rate is extremely high for this reason.",3,4,3,2,5,3,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW41196749.htm
47,9-Dec-20,Former Employee,Expert,None,,"""Great Company, Bad Partners""","Enjoy listens to their employees and gives them a voice. Employees are paid a fair, livable wage. Communication over Slack is good/improving. The job itself is always changing, which made the role exciting and fresh.","Workplace in my market shifted from uplifting and experience-driven to very high stress and high pressure to meet numeric goals. Management was not always understanding or caring, and management positions shifted every few months to a year leading to instability. Company did not handle COVID-19 well, often pressuring their employees into dangerous situations involving exposure to the virus without proper PPE or cleaning supplies. Enjoy's partnership with AT&T is slowly eating away at the wholesome company culture that Enjoy wants, replacing it with a money-hungry, competitive, sales-focused culture. At the time I left, I felt the company, management, and its employees were a dog-eat-dog mentality, leading to a toxic workplace experience.",3,2,2,1,3,3,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW39283663.htm
48,13-Apr-21,Former Employee,Expert,"Elkridge, MD",E,"""Driving Sales Start-up""","Great in the beginning
Overtime availability",No caution for the voiceless.,2,5,4,2,4,2,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW45441581.htm
49,13-Apr-21,Former Employee,Mobile Expert,"Boston, MA",E,"""Meh""","Somewhat decent pay, being on the road was cool.","Corporate BS, lies, micromanaged to death",2,3,1,3,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW45446131.htm
50,28-Mar-21,Former Employee,Expert,None,,"""Good pay and benefits and the good ends there""","Benefits, pay, 4 day work week","Lack of knowledge from leadership
Radical and constant changes that are hard to follow 
Lots of favoritism
Lack of morale",2,1,1,1,5,1,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW44695223.htm
51,15-Mar-21,Current Employee,Home Tech Expert,"Phoenix, AZ",W,"""Okay""","Good Pay
Good job
Long drives
Meet different people","Work weekends
Late finishes
No 15min morning break",3,None,1,1,5,1,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW44013476.htm
52,27-Mar-21,Current Employee,Field Expert,None,,"""The worst career decision I’ve ever made.""","4 day weeks
Pick your own shifts 6 weeks in advance","Pushy sales job even though it was sold to staff as a service job 
Unskilled management 
Management turning a blind eye to incorrect sales procedures, as long as your numbers are good they don’t care how you get them
Audio and visual recording on all the time in the van 
Poor communication of new processes and procedures 
Company are incapable of admitting fault",1,None,1,1,5,1,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW44656581.htm
53,12-Feb-21,Current Employee,Recruiter,"Grand Rapids, MI",MW,"""Nice Company""",work 4 days out of 7 days the company is open.,"When accepting the role it was a customer service job but they hid the fact it was sales. 
High sales targets but no commission. 
Supposed to be able to pick your own shifts but that is no longer a benefit as the shift bidding is rigged so you have to take certain shifts.",3,None,1,1,5,1,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW42385356.htm
54,2-Mar-21,Current Employee,Lead Expert,"Walnut, CA",W,"""Best place""","Flexibility 
Family like atmosphere 
Promotion 
Nice pay raises
Freedom
I like being at work",None that I can think of. Maybe alter the training but not much.,5,4,5,4,4,4,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW43359579.htm
55,22-Aug-20,Former Employee,Lead Expert,None,,"""Lots of potential, little reward""","4 hour work days
Decent benefits
Great people around","I spent 3 years at Enjoy. I watched it grow from a single-digit market startup to a growth company. I was highly invested in its success. I will be biased here, but I think it’s a fair observation:

Demanding work. You’ll be doing 6-10 at home visits a day with pressure to sell additional solutions. It’s a lot of pressure, you’ll feel it after a while. There is little to no commission on the sales, which really creates high turnover. Why work so hard unless you can be rewarded much more for your efforts elsewhere? Retention was low and in my market, and understandably, so was morale.

During my tenure, it changed from a customer service team to a sales force. It’s no easy thing to transition to - but it was done. Prepare yourself to sell add on solutions and hit your numbers. That’s all that matters in the end. No matter what will be said front-facing. It’s about conversion. If you don’t mind that there is good flexibility for work/life balance. But you can make more for the amount of work, stress (at times), and demands from a growing company.

In the end, it’s a retail job with high expectations.",2,3,2,2,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW35175370.htm
56,22-Mar-21,Former Employee,Expert,"Peoria, AZ",W,"""It use to be a cool place""",It use to be really fun before they tried to sneak sales functions into the job.,They definitely played the angry Black woman card after one employee made a racist joke. Made him into the innocent kid who just said something stupid but never considered the depths of the issue with his joke.,2,None,2,2,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW44390418.htm
57,21-Dec-20,Former Employee,Field Expert/Mobile Retail,"London, England, England",UK,"""NO!NO!NO!""",Meet a wide range of people and see really cool houses.,"Probably one of the worst companies I have ever worked for, they don’t care for you or your well-being. Your so called “Captains” have no clear goal or knowledge on what your job consists of or how it’s done. The metrics are based off of experts doing fraud on both side of the contracted companies AT&T and Enjoy and managers aren’t doing a thing about it. Experts are forced to hit absurdly high numbers and if they don’t meet those numbers instead of managers and higher ups coaching and working with you to set you up for success you put on a 30 day plan where if you don’t meet requirements you are let go. This is the same company that laid off over 40+ employees with out any clear notice. There is NO GROWTH opportunities they’ll have 1 opening for 200+ candidates. Any concerns brought to there attention is just brushed away. They don’t help you grow and the pay is stand still, in 2 years that I worked I only received one raise. Back end Fufilment Experts are not even awarded a raise. Most good reviews you see on here are most likely written in by recruiters or higher ups.",1,1,1,1,1,1,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW39698117.htm
58,28-Feb-21,Current Employee,Anonymous Employee,"Springfield, NJ",E,"""ATT Representative on wheels.""",Driving around town in company vehicle.,Attempting to up sell att products while the customer only expects a delivery,3,5,1,3,3,2,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW43239931.htm
59,9-Jan-21,Current Employee,Expert,"Leeds, England, England",UK,"""This company has the best culture and the best team of people at all levels I have ever experienced.""","- Really positive culture where you are thanked and praised for your hard work. I cannot stress enough how incredible this role and company is.
-4 day working week and you choose your shifts 6 weeks in advance so you have a fantastic work life balance.
- OT paid at £12.02 to start.
- You can put your self on standby to pick up extra shifts.
- Company vehicle to use during shifts.
- You have the support from every single expert and captain in the UK. If you ever get stuck with a customer, you send out an SOS help me message on the company messaging platform and someone will call you.
- It’s impossible to take your work home with you.
- The job itself is very rewarding, I often visit customers to set up there tech and I’ve saved the day. 
-The benefits are strong. You get all the basics (pension, dental, medical, EAP) but you also have access to Perkbox where you can get freebies and loads of discounts. Free Greggs sausage roll a month on perk box too! 
- You’re given plenty of uniform. Just jeans and a company polo but also coats and various other bits of merch. 
- Comfortable staff room, always being cleaned. Table tennis table etc. 
- Bottled water and snacks to take before your shift. 
- Covid regulations are clear, I feel 100% safe at work.
- Fantastic support, trust and safety teams where I would never feel forced to visit a customer if I didn’t feel safe. 
- You’re essentially the store manager for your day, you decide how you perform, how fast you take the day and how you conduct your visits with customers.
- Healthy competition between markets. Helps to drive performance and generate revenue. 
- Targets to work towards which is motivating but not cut throat that you’re ever tempted to behave unethically to achieve a solution. 
- The leaders of the business are all really experienced and act with such integrity. 
- I have never felt as happy in my career and myself as I have working for Enjoy. I love coming to work here.","- Promotes quite heavily externally, which is normal for a start up. This is a con for me because I’m ambitious and want to move up the ladder so external recruiting practices can make this more difficult. 
- Figures aren’t often shared with experts so you don’t know how you’re performing individually. 
- Depending on where your based in your market, if you’re rural, you don’t always have enough time to find a toilet in your lunch break. They’ve also scrapped morning breaks which means some days you spend your shift desperate for the loo. 
- The app used to manage your day is fantastic but occasionally you get sent miles away for your last visit and you travel time isn’t taken into consideration So you get back late. I don’t usually mind if it’s a couple times per week but I’ve had weeks where it’s been every shift and it’s frustrating.",5,5,5,3,5,5,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW40322731.htm
